time	V(n003)
9.549768104308416e-002	5.062813e+000
9.550563826429029e-002	5.062820e+000
9.551439811979853e-002	5.062824e+000
9.552239989195704e-002	5.062844e+000
9.553510750755880e-002	5.062889e+000
9.554635164394022e-002	5.062962e+000
9.555826607413058e-002	5.063056e+000
9.557277408572150e-002	5.063210e+000
9.559679730063439e-002	5.063491e+000
9.561796047196361e-002	5.063764e+000
9.564250612182376e-002	5.064067e+000
9.567016883300200e-002	5.064393e+000
9.570672459521941e-002	5.064760e+000
9.574636621853822e-002	5.065092e+000
9.580286232378188e-002	5.065416e+000
9.585476907473740e-002	5.065590e+000
9.589736050162634e-002	5.065649e+000
9.593233259162835e-002	5.065671e+000
9.596719831952125e-002	5.065669e+000
9.598771390506580e-002	5.065670e+000
9.600896625615754e-002	5.065663e+000
9.603072718253805e-002	5.065663e+000
9.605801199117725e-002	5.065655e+000
9.609803664743803e-002	5.065651e+000
9.617050381387643e-002	5.065635e+000
9.626816006387642e-002	5.065621e+000
9.656112881387641e-002	5.065565e+000
9.685409756387639e-002	5.065516e+000
9.714706631387637e-002	5.065460e+000
9.744003506387636e-002	5.065411e+000
9.763534756387635e-002	5.065376e+000
9.783066006387634e-002	5.065341e+000
9.802597256387632e-002	5.065306e+000
9.812362881387632e-002	5.065285e+000
9.822128506387631e-002	5.065271e+000
9.831894131387631e-002	5.065250e+000
9.841659756387630e-002	5.065236e+000
9.851425381387630e-002	5.065215e+000
9.861191006387629e-002	5.065201e+000
9.870956631387629e-002	5.065180e+000
9.880722256387628e-002	5.065166e+000
9.890487881387627e-002	5.065145e+000
9.900253506387627e-002	5.065131e+000
9.910019131387626e-002	5.065110e+000
9.919784756387626e-002	5.065096e+000
9.929550381387625e-002	5.065075e+000
9.939316006387625e-002	5.065062e+000
9.949081631387624e-002	5.065040e+000
9.958847256387624e-002	5.065027e+000
9.968612881387623e-002	5.065005e+000
9.978378506387622e-002	5.064991e+000
9.988144131387622e-002	5.064970e+000
9.997909756387621e-002	5.064957e+000
1.000000000000000e-001	5.064949e+000
